title,abstract,categories
An Automated Evaluation Metric for Chinese Text Entry,"  In this paper, we propose an automated evaluation metric for text entry. We
also consider possible improvements to existing text entry evaluation metrics,
such as the minimum string distance error rate, keystrokes per character, cost
per correction, and a unified approach proposed by MacKenzie, so they can
accommodate the special characteristics of Chinese text. Current methods lack
an integrated concern about both typing speed and accuracy for Chinese text
entry evaluation. Our goal is to remove the bias that arises due to human
factors. First, we propose a new metric, called the correction penalty (P),
based on Fitts' law and Hick's law. Next, we transform it into the approximate
amortized cost (AAC) of information theory. An analysis of the AAC of Chinese
text input methods with different context lengths is also presented.
",cs.HC cs.CL
On the Development of Text Input Method - Lessons Learned,"  Intelligent Input Methods (IM) are essential for making text entries in many
East Asian scripts, but their application to other languages has not been fully
explored. This paper discusses how such tools can contribute to the development
of computer processing of other oriental languages. We propose a design
philosophy that regards IM as a text service platform, and treats the study of
IM as a cross disciplinary subject from the perspectives of software
engineering, human-computer interaction (HCI), and natural language processing
(NLP). We discuss these three perspectives and indicate a number of possible
future research directions.
",cs.CL cs.HC
Periodicity of certain piecewise affine planar maps,"  We determine periodic and aperiodic points of certain piecewise affine maps
in the Euclidean plane. Using these maps, we prove for
$\lambda\in\{\frac{\pm1\pm\sqrt5}2,\pm\sqrt2,\pm\sqrt3\}$ that all integer
sequences $(a_k)_{k\in\mathbb Z}$ satisfying $0\le a_{k-1}+\lambda
a_k+a_{k+1}<1$ are periodic.
",math.DS cs.DM math.NT
The Complexity of Weighted Boolean #CSP,"  This paper gives a dichotomy theorem for the complexity of computing the
partition function of an instance of a weighted Boolean constraint satisfaction
problem. The problem is parameterised by a finite set F of non-negative
functions that may be used to assign weights to the configurations (feasible
solutions) of a problem instance. Classical constraint satisfaction problems
correspond to the special case of 0,1-valued functions. We show that the
partition function, i.e. the sum of the weights of all configurations, can be
computed in polynomial time if either (1) every function in F is of ``product
type'', or (2) every function in F is ``pure affine''. For every other fixed
set F, computing the partition function is FP^{#P}-complete.
",cs.CC math.CO
"Dynamics of Quantum Dot Nuclear Spin Polarization Controlled by a Single
  Electron","  We present an experimental study of the dynamics underlying the buildup and
decay of dynamical nuclear spin polarization in a single semiconductor quantum
dot. Our experiment shows that the nuclei can be polarized on a time scale of a
few milliseconds, while their decay dynamics depends drastically on external
parameters. We show that a single electron can very efficiently depolarize the
nuclear spins and discuss two processes that can cause this depolarization.
Conversely, in the absence of a quantum dot electron, the lifetime of nuclear
spin polarization is on the time scale of a second, most likely limited by the
non-secular terms of the nuclear dipole-dipole interaction. We can further
suppress this depolarization rate by 1-2 orders of magnitude by applying an
external magnetic field exceeding 1 mT.
",physics.optics cond-mat.mes-hall quant-ph
Constrained flow around a magnetic obstacle,"  Many practical applications exploit an external local magnetic field --
magnetic obstacle -- as an essential part of their constructions. Recently, it
has been demonstrated that the flow of an electrically conducting fluid
influenced by an external field can show several kinds of recirculation. The
present paper reports a 3D numerical study whose some results are compared with
an experiment about such a flow in a rectangular duct.
",physics.flu-dyn
"Comment on ``Enhanced transmission of light through a gold film due to
  excitation of standing surface-plasmon Bloch waves""","  The purpose of this comment is first to correct a misapprehension of the role
played by composite wave diffraction on surface-wave generation at
subwavelength structures and second to point out that periodic Bloch structures
are unnecessary for the efficient production of the surface plasmon polariton
(SPP) guided mode either as traveling or standing waves. Guided surface waves
originate from simple slit or groove edges illuminated under normal incidence,
and one-dimensional (1-D) surface cavities from these standing waves are easily
realized.
",physics.optics
A multivariate approach to heavy flavour tagging with cascade training,"  This paper compares the performance of artificial neural networks and boosted
decision trees, with and without cascade training, for tagging b-jets in a
collider experiment. It is shown, using a Monte Carlo simulation of $WH \to
l\nu q\bar{q}$ events, that for a b-tagging efficiency of 50%, the light jet
rejection power given by boosted decision trees without cascade training is
about 55% higher than that given by artificial neural networks. The cascade
training technique can improve the performance of boosted decision trees and
artificial neural networks at this b-tagging efficiency level by about 35% and
80% respectively. We conclude that the cascade trained boosted decision trees
method is the most promising technique for tagging heavy flavours at collider
experiments.
",physics.data-an
Network statistics on early English Syntax: Structural criteria,"  This paper includes a reflection on the role of networks in the study of
English language acquisition, as well as a collection of practical criteria to
annotate free-speech corpora from children utterances. At the theoretical
level, the main claim of this paper is that syntactic networks should be
interpreted as the outcome of the use of the syntactic machinery. Thus, the
intrinsic features of such machinery are not accessible directly from (known)
network properties. Rather, what one can see are the global patterns of its use
and, thus, a global view of the power and organization of the underlying
grammar. Taking a look into more practical issues, the paper examines how to
build a net from the projection of syntactic relations. Recall that, as opposed
to adult grammars, early-child language has not a well-defined concept of
structure. To overcome such difficulty, we develop a set of systematic criteria
assuming constituency hierarchy and a grammar based on lexico-thematic
relations. At the end, what we obtain is a well defined corpora annotation that
enables us i) to perform statistics on the size of structures and ii) to build
a network from syntactic relations over which we can perform the standard
measures of complexity. We also provide a detailed example.
",cs.CL
Blow-up of the hyperbolic Burgers equation,"  The memory effects on microscopic kinetic systems have been sometimes
modelled by means of the introduction of second order time derivatives in the
macroscopic hydrodynamic equations. One prototypical example is the hyperbolic
modification of the Burgers equation, that has been introduced to clarify the
interplay of hyperbolicity and nonlinear hydrodynamic evolution. Previous
studies suggested the finite time blow-up of this equation, and here we present
a rigorous proof of this fact.
",math-ph math.AP math.MP physics.flu-dyn
Absorption spectroscopy of individual single-walled carbon nanotubes,"  Current methods for producing single-walled carbon nanotubes (SWNTs) lead to
heterogeneous samples containing mixtures of metallic and semiconducting
species with a variety of lengths and defects. Optical detection at the single
nanotube level should thus offer the possibility to examine these
heterogeneities provided that both SWNT species are equally well detected.
Here, we used photothermal heterodyne detection to record absorption images and
spectra of individual SWNTs. Because this photothermal method relies only on
light absorption, it readily detects metallic nanotubes as well as the emissive
semiconducting species. The first and second optical transitions in individual
semicontucting nanotubes have been probed. Comparison between the emission and
absorption spectra of the lowest-lying optical transition reveal mainly small
Stokes shifts. Side bands in the near-infrared absorption spectra are observed
and assigned to exciton-phonon bound states. No such sidebands are detected
around the lowest transition of metallic nanotubes.
",physics.optics
"Distributed Algorithms for Spectrum Allocation, Power Control, Routing,
  and Congestion Control in Wireless Networks","  We develop distributed algorithms to allocate resources in multi-hop wireless
networks with the aim of minimizing total cost. In order to observe the
fundamental duplexing constraint that co-located transmitters and receivers
cannot operate simultaneously on the same frequency band, we first devise a
spectrum allocation scheme that divides the whole spectrum into multiple
sub-bands and activates conflict-free links on each sub-band. We show that the
minimum number of required sub-bands grows asymptotically at a logarithmic rate
with the chromatic number of network connectivity graph. A simple distributed
and asynchronous algorithm is developed to feasibly activate links on the
available sub-bands. Given a feasible spectrum allocation, we then design
node-based distributed algorithms for optimally controlling the transmission
powers on active links for each sub-band, jointly with traffic routes and user
input rates in response to channel states and traffic demands. We show that
under specified conditions, the algorithms asymptotically converge to the
optimal operating point.
",cs.NI
Clustering Coefficients of Protein-Protein Interaction Networks,"  The properties of certain networks are determined by hidden variables that
are not explicitly measured. The conditional probability (propagator) that a
vertex with a given value of the hidden variable is connected to k of other
vertices determines all measurable properties. We study hidden variable models
and find an averaging approximation that enables us to obtain a general
analytical result for the propagator. Analytic results showing the validity of
the approximation are obtained. We apply hidden variable models to
protein-protein interaction networks (PINs) in which the hidden variable is the
association free-energy, determined by distributions that depend on
biochemistry and evolution. We compute degree distributions as well as
clustering coefficients of several PINs of different species; good agreement
with measured data is obtained. For the human interactome two different
parameter sets give the same degree distributions, but the computed clustering
coefficients differ by a factor of about two. This shows that degree
distributions are not sufficient to determine the properties of PINs.
",q-bio.QM cond-mat.stat-mech physics.bio-ph q-bio.MN
Identifying network communities with a high resolution,"  Community structure is an important property of complex networks. An
automatic discovery of such structure is a fundamental task in many
disciplines, including sociology, biology, engineering, and computer science.
Recently, several community discovery algorithms have been proposed based on
the optimization of a quantity called modularity (Q). However, the problem of
modularity optimization is NP-hard, and the existing approaches often suffer
from prohibitively long running time or poor quality. Furthermore, it has been
recently pointed out that algorithms based on optimizing Q will have a
resolution limit, i.e., communities below a certain scale may not be detected.
In this research, we first propose an efficient heuristic algorithm, Qcut,
which combines spectral graph partitioning and local search to optimize Q.
Using both synthetic and real networks, we show that Qcut can find higher
modularities and is more scalable than the existing algorithms. Furthermore,
using Qcut as an essential component, we propose a recursive algorithm, HQcut,
to solve the resolution limit problem. We show that HQcut can successfully
detect communities at a much finer scale and with a higher accuracy than the
existing algorithms. Finally, we apply Qcut and HQcut to study a
protein-protein interaction network, and show that the combination of the two
algorithms can reveal interesting biological results that may be otherwise
undetectable.
",physics.soc-ph physics.comp-ph
"Active metamaterials: sign of refraction index and gain-assisted
  dispersion management","  We derive an approach to define the causal direction of the wavevector of
modes in optical metamaterials, which in turn, determines signs of refractive
index and impedance as a function of {\it real and imaginary} parts of
dielectric permittivity and magnetic permeability. We use the developed
technique to demonstrate that the interplay between resonant response of
constituents of metamaterials can be used to achieve efficient dispersion
management. Finally we demonstrate broadband dispersion-less index and
impedance matching in active nanowire-based negative index materials. Our work
opens new practical applications of negative index composites for broadband
lensing, imaging, and pulse-routing.
",physics.optics physics.gen-ph
Avoiding Rotated Bitboards with Direct Lookup,"  This paper describes an approach for obtaining direct access to the attacked
squares of sliding pieces without resorting to rotated bitboards. The technique
involves creating four hash tables using the built in hash arrays from an
interpreted, high level language. The rank, file, and diagonal occupancy are
first isolated by masking the desired portion of the board. The attacked
squares are then directly retrieved from the hash tables. Maintaining
incrementally updated rotated bitboards becomes unnecessary as does all the
updating, mapping and shifting required to access the attacked squares.
Finally, rotated bitboard move generation speed is compared with that of the
direct hash table lookup method.
",cs.DS
"Emergent gravity from direct-action EM in a toy universe of electrons
  and positrons","  We sketch the derivation of a Newtonian gravity-like force emerging from a
direct-action variant of classical electromagnetism. The binding energy is a
consequence of maximal phase correlation of the sources mediated by
approximately monochromatic direct-action fields. The resulting force then has
the character of a strong version of the van der Waals force, whose superior
strength can be attributed to relatively coherent primary fields (compared with
the totally incoherent effects of the ZPF). The model also predicts the
existence of a background having some of the character of dark energy.
",physics.gen-ph
Stochastic Optimization Algorithms,"  When looking for a solution, deterministic methods have the enormous
advantage that they do find global optima. Unfortunately, they are very
CPU-intensive, and are useless on untractable NP-hard problems that would
require thousands of years for cutting-edge computers to explore. In order to
get a result, one needs to revert to stochastic algorithms, that sample the
search space without exploring it thoroughly. Such algorithms can find very
good results, without any guarantee that the global optimum has been reached;
but there is often no other choice than using them. This chapter is a short
introduction to the main methods used in stochastic optimization.
",cs.NE
"Matrix Exponential-Based Closures for the Turbulent Subgrid-Scale Stress
  Tensor","  Two approaches for closing the turbulence subgrid-scale stress tensor in
terms of matrix exponentials are introduced and compared. The first approach is
based on a formal solution of the stress transport equation in which the
production terms can be integrated exactly in terms of matrix exponentials.
This formal solution of the subgrid-scale stress transport equation is shown to
be useful to explore special cases, such as the response to constant velocity
gradient, but neglecting pressure-strain correlations and diffusion effects.
The second approach is based on an Eulerian-Lagrangian change of variables,
combined with the assumption of isotropy for the conditionally averaged
Lagrangian velocity gradient tensor and with the `Recent Fluid Deformation'
(RFD) approximation. It is shown that both approaches lead to the same basic
closure in which the stress tensor is expressed as the product of the matrix
exponential of the resolved velocity gradient tensor multiplied by its
transpose. Short-time expansions of the matrix exponentials are shown to
provide an eddy-viscosity term and particular quadratic terms, and thus allow a
reinterpretation of traditional eddy-viscosity and nonlinear stress closures.
The basic feasibility of the matrix-exponential closure is illustrated by
implementing it successfully in Large Eddy Simulation of forced isotropic
turbulence. The matrix-exponential closure employs the drastic approximation of
entirely omitting the pressure-strain correlation and other `nonlinear
scrambling' terms. But unlike eddy-viscosity closures, the matrix exponential
approach provides a simple and local closure that can be derived directly from
the stress transport equation with the production term, and using physically
motivated assumptions about Lagrangian decorrelation and upstream isotropy.
",physics.flu-dyn
Chaotic traveling rolls in Rayleigh-B\'enard convection,"  In this paper we investigate two-dimensional (2D) Rayleigh-B\'enard
convection using direct numerical simulation in Boussinesq fluids of Prandtl
number $P = 6.8$ confined between thermally conducting plates. We show through
the simulation that in a small range of reduced Rayleigh number $r$ ($770 < r <
890$) the 2D rolls move chaotically in a direction normal to the roll axis. The
lateral shift of the rolls may lead to global flow reversal of the convective
motion. The chaotic traveling rolls are observed in simulation with {\it
free-slip} as well as {\it no-slip} boundary conditions on the velocity field.
We show that the traveling rolls and the flow reversal are due to an interplay
between the real and imaginary parts of the critical modes.
",nlin.CD astro-ph cond-mat.stat-mech physics.flu-dyn
Modeling the Epps effect of cross correlations in asset prices,"  We review the decomposition method of stock return cross-correlations,
presented previously for studying the dependence of the correlation coefficient
on the resolution of data (Epps effect). Through a toy model of random
walk/Brownian motion and memoryless renewal process (i.e. Poisson point
process) of observation times we show that in case of analytical treatability,
by decomposing the correlations we get the exact result for the frequency
dependence. We also demonstrate that our approach produces reasonable fitting
of the dependence of correlations on the data resolution in case of empirical
data. Our results indicate that the Epps phenomenon is a product of the finite
time decay of lagged correlations of high resolution data, which does not scale
with activity. The characteristic time is due to a human time scale, the time
needed to react to news.
",q-fin.ST physics.data-an physics.soc-ph
Superconducting antenna for detection of gravitational waves,"  Combining the principle of magnetic flux quantization inside a
superconducting loop and existence of rigid platforms (i.e., solids,
non-deformable under the action of gravitational waves) a design for
gravitational wave antenna is suggested. This design could yield a non-resonant
detector, with modest sizes and capability to generate detectable signals for
gravitational waves from astrophysical sources.
",cond-mat.supr-con gr-qc physics.ins-det
"Single NanoParticle Photothermal Tracking (SNaPT) of 5 nm gold beads in
  live cells","  Tracking individual nano-objets in live cells during arbitrary long times is
an ubiquitous need in modern biology. We present here a method for tracking
individual 5 nm gold nanoparticles on live cells. It relies on the photothermal
effect and the detection of the Laser Induced Scattering around a NanoAbsorber
(LISNA). The key point for recording trajectories at video rate is the use of a
triangulation procedure. The effectiveness of the method is tested against
Single fluorescent Molecule Tracking in live COS7 cells on subsecond time
scales. We further demonstrate recordings for several minutes of AMPA receptors
trajectories on the plasma membrane of live neurons. SNaPT has the unique
potential to record arbitrary long trajectory of membrane proteins using
non-fluorescent nanometer sized labels.
",physics.bio-ph physics.optics
"Observation of intrinsic size effects in the optical response of
  individual gold nanoparticles","  The Photothermal Heterodyne Imaging method is used to study for the first
time the absorption spectra of individual gold nanoparticles with diameters
down to 5 nm. Intrinsic size effects wich result in a broadening of the Surface
Plasmon resonance are unambiguously observed. Dispersions in the peak energies
and homogeneous widths of the single particle resonances are revealed. The
experimental results are analysed within the frame of Mie theory.
",physics.optics cond-mat.other
"Photothermal Absorption Spectroscopy of Individual Semiconductor
  Nanocrystals","  Photothermal heterodyne detection is used to record the first
room-temperature absorption spectra of single CdSe/ZnS semiconductor
nanocrystals. These spectra are recorded in the high cw excitation regime, and
the observed bands are assigned to transitions involving biexciton and trion
states. Comparison with the single nanocrystals photoluminescence spectra leads
to the measurement of spectral Stokes shifts free from ensemble averaging.
",physics.optics cond-mat.other
Single metallic nanoparticle imaging for protein detection in cells,"  We performed a visualization of membrane proteins labeled with 10-nm gold
nanoparticles in cells, using an all-optical method based on photothermal
interference contrast. The high sensitivity of the method and the stability of
the signals allows 3D imaging of individual nanoparticles without the drawbacks
of photobleaching and blinking inherent to fluorescent markers. A simple
analytical model is derived to account for the measurements of the signal
amplitude and the spatial resolution. The photothermal interference contrast
method provides an efficient, reproducible, and promising way to visualize low
amounts of proteins in cells by optical means.
",physics.optics physics.bio-ph
Recovery of edges from spectral data with noise -- a new perspective,"  We consider the problem of detecting edges in piecewise smooth functions from their N-degree spectral content, which is assumed to be corrupted by noise. There are three scales involved: the ""smoothness"" scale of order 1/N, the noise scale of order $\eta$ and the O(1) scale of the jump discontinuities. We use concentration factors which are adjusted to the noise variance, $\eta$ >> 1/N, in order to detect the underlying O(1)-edges, which are separated from the noise scale, $\eta$ << 1.",math.NA cs.NA math.ST stat.TH
An integral gated mode single photon detector at telecom wavelengths,"  We demonstrate an integral gated mode single photon detector at telecom
wavelengths. The charge number of an avalanche pulse rather than the peak
current is monitored for single-photon detection. The transient spikes in
conventional gated mode operation are canceled completely by integrating, which
enables one to improve the performance of single photon detector greatly with
the same avalanche photodiode. This method has achieved a detection efficiency
of 29.9% at the dark count probability per gate equal to 5.57E-6/gate
(1.11E-6/ns) at 1550nm.
",physics.optics
Minimizing Unsatisfaction in Colourful Neighbourhoods,"  Colouring sparse graphs under various restrictions is a theoretical problem
of significant practical relevance. Here we consider the problem of maximizing
the number of different colours available at the nodes and their
neighbourhoods, given a predetermined number of colours. In the analytical
framework of a tree approximation, carried out at both zero and finite
temperatures, solutions obtained by population dynamics give rise to estimates
of the threshold connectivity for the incomplete to complete transition, which
are consistent with those of existing algorithms. The nature of the transition
as well as the validity of the tree approximation are investigated.
",cs.DS cond-mat.dis-nn cs.CC
"Observation of two-dimensional surface solitons in anisotropic waveguide
  arrays","  We report on the experimental observation of two-dimensional surface waves
localized at the edge or in the corner of femtosecond laser-written waveguide
arrays in fused silica. Increasing the power of the input beam allows one to
observe a clear transition from a linear diffraction pattern to localized
nonlinear surface states, which can exist at the interface only above a certain
power threshold.
",physics.optics nlin.PS
"Vesicle dynamics in elongation flow: Wrinkling instability and bud
  formation","  We present experimental results on the relaxation dynamics of vesicles
subjected to a time-dependent elongation flow. We observed and characterized a
new instability, which results in the formation of higher order modes of the
vesicle shape (wrinkles), after a switch in the direction of the gradient of
the velocity. This surprising generation of membrane wrinkles can be explained
by the appearance of a negative surface tension during the vesicle deflation,
due to compression in a sign-switching transient. Moreover, the formation of
buds in the vesicle membrane has been observed in the vicinity of the dynamical
transition point.
",cond-mat.soft cond-mat.stat-mech physics.flu-dyn
"Fluorescence microscopy of single autofluorescent proteins for cellular
  biology","  In this paper we review the applicability of autofluorescent proteins for
single-molecule imaging in biology. The photophysical characteristics of
several mutants of the Green Fluorescent Protein (GFP) and those of DsRed are
compared and critically discussed for their use in cellular biology. The
alternative use of two-photon excitation at the single-molecule level or
Fluorescence Correlation Spectroscopy is envisaged for the study of individual
autofluorescent proteins. Single-molecule experiments performed in live cells
using eGFP and preferably eYFP fusion proteins are reviewed. Finally, the first
use at the single-molecule level of citrine, a more photostable variant of the
eYFP is reported when fused to a receptor for neurotransmitter in live cells.
",physics.optics physics.bio-ph
"Multiple Routes for Glutamate Receptor Trafficking: Surface Diffusion
  and Membrane Traffic Cooperate to Bring Receptors to Synapses","  Trafficking of glutamate receptors into and out of synapses is critically
involved in the plasticity of excitatory synaptic transmission. Endocytosis and
exocytosis of receptors have initially been thought to account alone for this
trafficking. However, membrane proteins also traffic through surface lateral
diffusion in the plasma membrane. We describe developments in
electrophysiological and optical approaches that have allowed for the real time
measurement of glutamate receptor surface trafficking in live neurons. These
include (i) specific imaging of surface receptors using a pH sensitive
fluorescent protein, (ii) design of a photoactivable drug to inactivate locally
surface receptors and monitor electrophysiologically their recovery, and
(iii)application of single molecule fluorescence microscopy to directly track
the movement of individual surface receptors with nanometer resolution inside
and outside synapses. Altogether, these approaches have demonstrated that
glutamate receptors diffuse at high rates in the neuronal membrane and suggest
a key role for surface diffusion in the regulation of receptor numbers at
synapses.
",physics.optics physics.bio-ph
"Single-molecule imaging of the H-ras membrane-anchor reveals domains in
  the cytoplasmic leaflet of the cell membrane","  In the last decade evidence has accumulated that small domains of 50-700 nm
in diameter are located in the exoplasmic leaflet of the plasma membrane. Most
of these domains supposedly consist of specific sets of lipids and proteins,
and are believed to coordinate signal transduction cascades. Whether similar
domains are also present in the cytoplasmic leaflet of the plasma membrane is
unclear so far. To investigate the presence of cytoplasmic leaflet domains, the
H-Ras membrane-targeting sequence was fused to the C-terminus of the enhanced
yellow fluorescent protein. Using single-molecule fluorescence microscopy,
trajectories of individual molecules diffusing in the cytoplasmic leaflet of
the plasma membrane were recorded. From these trajectories, the diffusion of
individual membrane-anchored enhanced yellow fluorescent protein molecules was
studied in live cells on timescales from 5 to 200 ms. The results show that the
diffusion of 30-40% of the molecules is constrained in domains with a typical
size of 200 nm. Neither breakdown of actin nor cholesterol extraction changed
the domain characteristics significantly, indicating that the observed domains
may not be related to the membrane domains identified so far.
",physics.optics physics.bio-ph
"Photothermal heterodyne imaging of individual nonfluorescent
  nanoclusters and nanocrystals","  We introduce a new, highly sensitive, and simple heterodyne optical method
for imaging individual nonfluorescent nanoclusters and nanocrystals. A 2 order
of magnitude improvement of the signal is achieved compared to previous
methods. This allows for the unprecedented detection of individual small
absorptive objects such as metallic clusters (of 67 atoms) or nonluminescent
semiconductor nanocrystals. The measured signals are in agreement with a
calculation based on the scattering field theory from a photothermal-induced
modulated index of refraction profile around the nanoparticle.
",physics.optics cond-mat.other
Direct imaging of lateral movements of AMPA receptors inside synapses,"  Trafficking of AMPA receptors in and out of synapses is crucial for synaptic
plasticity. Previous studies have focused on the role of endo/exocytosis
processes or that of lateral diffusion of extra-synaptic receptors. We have now
directly imaged AMPAR movements inside and outside synapses of live neurons
using single-molecule fluorescence microscopy. Inside individual synapses, we
found immobile and mobile receptors, which display restricted diffusion.
Extra-synaptic receptors display free diffusion. Receptors could also exchange
between these membrane compartments through lateral diffusion. Glutamate
application increased both receptor mobility inside synapses and the fraction
of mobile receptors present in a juxtasynaptic region. Block of inhibitory
transmission to favor excitatory synaptic activity induced a transient increase
in the fraction of mobile receptors and a decrease in the proportion of
juxtasynaptic receptors. Altogether, our data show that rapid exchange of
receptors between a synaptic and extra-synaptic localization occurs through
regulation of receptor diffusion inside synapses.
",physics.optics physics.bio-ph
"A Game-Theoretic Approach to Energy-Efficient Modulation in CDMA
  Networks with Delay Constraints","  A game-theoretic framework is used to study the effect of constellation size
on the energy efficiency of wireless networks for M-QAM modulation. A
non-cooperative game is proposed in which each user seeks to choose its
transmit power (and possibly transmit symbol rate) as well as the constellation
size in order to maximize its own utility while satisfying its delay
quality-of-service (QoS) constraint. The utility function used here measures
the number of reliable bits transmitted per joule of energy consumed, and is
particularly suitable for energy-constrained networks. The best-response
strategies and Nash equilibrium solution for the proposed game are derived. It
is shown that in order to maximize its utility (in bits per joule), a user must
choose the lowest constellation size that can accommodate the user's delay
constraint. Using this framework, the tradeoffs among energy efficiency, delay,
throughput and constellation size are also studied and quantified. The effect
of trellis-coded modulation on energy efficiency is also discussed.
",cs.IT cs.GT math.IT
"Energy-Efficient Resource Allocation in Wireless Networks with
  Quality-of-Service Constraints","  A game-theoretic model is proposed to study the cross-layer problem of joint
power and rate control with quality of service (QoS) constraints in
multiple-access networks. In the proposed game, each user seeks to choose its
transmit power and rate in a distributed manner in order to maximize its own
utility while satisfying its QoS requirements. The user's QoS constraints are
specified in terms of the average source rate and an upper bound on the average
delay where the delay includes both transmission and queuing delays. The
utility function considered here measures energy efficiency and is particularly
suitable for wireless networks with energy constraints. The Nash equilibrium
solution for the proposed non-cooperative game is derived and a closed-form
expression for the utility achieved at equilibrium is obtained. It is shown
that the QoS requirements of a user translate into a ""size"" for the user which
is an indication of the amount of network resources consumed by the user. Using
this competitive multiuser framework, the tradeoffs among throughput, delay,
network capacity and energy efficiency are studied. In addition, analytical
expressions are given for users' delay profiles and the delay performance of
the users at Nash equilibrium is quantified.
",cs.IT math.IT
"A Unified Approach to Energy-Efficient Power Control in Large CDMA
  Systems","  A unified approach to energy-efficient power control is proposed for
code-division multiple access (CDMA) networks. The approach is applicable to a
large family of multiuser receivers including the matched filter, the
decorrelator, the linear minimum mean-square error (MMSE) receiver, and the
(nonlinear) optimal detectors. It exploits the linear relationship that has
been shown to exist between the transmit power and the output
signal-to-interference-plus-noise ratio (SIR) in the large-system limit. It is
shown that, for this family of receivers, when users seek to selfishly maximize
their own energy efficiency, the Nash equilibrium is SIR-balanced. In addition,
a unified power control (UPC) algorithm for reaching the Nash equilibrium is
proposed. The algorithm adjusts the user's transmit powers by iteratively
computing the large-system multiuser efficiency, which is independent of
instantaneous spreading sequences. The convergence of the algorithm is proved
for the matched filter, the decorrelator, and the MMSE receiver, and is
demonstrated by means of simulation for an optimal detector. Moreover, the
performance of the algorithm in finite-size systems is studied and compared
with that of a conventional power control scheme, in which user powers depend
on the instantaneous spreading sequences.
",cs.IT math.IT
A Note on Ontology and Ordinary Language,"  We argue for a compositional semantics grounded in a strongly typed ontology
that reflects our commonsense view of the world and the way we talk about it.
Assuming such a structure we show that the semantics of various natural
language phenomena may become nearly trivial.
",cs.AI cs.CL
"On the accurate evaluation of overlap integrals over Slater type
  orbitals using analytical and recurrence relations","  In this study, using the analytical and recurrence relations suggested by the
authors in previous works, the new efficient and reliable program procedure for
the overlap integrals over Slater type orbitals (STOs) is presented. The
proposed procedure guarantees a highly accurate evaluation of the overlap
integrals with arbitrary values of quantum numbers, screening constants and
internuclear distances. It is demonstrated that the computational accuracy of
the proposed procedure is not only dependent on the efficiency of formulas, as
has been discussed previously, but also on a number of other factors including
the used program language package and solvent properties. The numerical results
obtained using the algorithm described in the present work are in a complete
agreement with those obtained using the alternative evaluation procedure. We
notice that the program works without any restrictions and in all range of
integral parameters.
",physics.chem-ph physics.comp-ph
"An algorithm for clock synchronization with the gradient property in
  sensor networks","  We introduce a distributed algorithm for clock synchronization in sensor
networks. Our algorithm assumes that nodes in the network only know their
immediate neighborhoods and an upper bound on the network's diameter.
Clock-synchronization messages are only sent as part of the communication,
assumed reasonably frequent, that already takes place among nodes. The
algorithm has the gradient property of [2], achieving an O(1) worst-case skew
between the logical clocks of neighbors. As in the case of [3,8], the
algorithm's actions are such that no constant lower bound exists on the rate at
which logical clocks progress in time, and for this reason the lower bound of
[2,5] that forbids constant skew between neighbors does not apply.
",cs.DC
Acyclic Preference Systems in P2P Networks,"  In this work we study preference systems natural for the Peer-to-Peer
paradigm. Most of them fall in three categories: global, symmetric and
complementary. All these systems share an acyclicity property. As a
consequence, they admit a stable (or Pareto efficient) configuration, where no
participant can collaborate with better partners than their current ones. We
analyze the representation of the such preference systems and show that any
acyclic system can be represented with a symmetric mark matrix. This gives a
method to merge acyclic preference systems and retain the acyclicity. We also
consider such properties of the corresponding collaboration graph, as
clustering coefficient and diameter. In particular, studying the example of
preferences based on real latency measurements, we observe that its stable
configuration is a small-world graph.
",cs.DS cs.GT
Ensemble Learning for Free with Evolutionary Algorithms ?,"  Evolutionary Learning proceeds by evolving a population of classifiers, from
which it generally returns (with some notable exceptions) the single
best-of-run classifier as final result. In the meanwhile, Ensemble Learning,
one of the most efficient approaches in supervised Machine Learning for the
last decade, proceeds by building a population of diverse classifiers. Ensemble
Learning with Evolutionary Computation thus receives increasing attention. The
Evolutionary Ensemble Learning (EEL) approach presented in this paper features
two contributions. First, a new fitness function, inspired by co-evolution and
enforcing the classifier diversity, is presented. Further, a new selection
criterion based on the classification margin is proposed. This criterion is
used to extract the classifier ensemble from the final population only
(Off-line) or incrementally along evolution (On-line). Experiments on a set of
benchmark problems show that Off-line outperforms single-hypothesis
evolutionary learning and state-of-art Boosting and generates smaller
classifier ensembles.
",cs.AI
The Complexity of Model Checking Higher-Order Fixpoint Logic,"  Higher-Order Fixpoint Logic (HFL) is a hybrid of the simply typed
\lambda-calculus and the modal \lambda-calculus. This makes it a highly
expressive temporal logic that is capable of expressing various interesting
correctness properties of programs that are not expressible in the modal
\lambda-calculus.
  This paper provides complexity results for its model checking problem. In
particular we consider those fragments of HFL built by using only types of
bounded order k and arity m. We establish k-fold exponential time completeness
for model checking each such fragment. For the upper bound we use fixpoint
elimination to obtain reachability games that are singly-exponential in the
size of the formula and k-fold exponential in the size of the underlying
transition system. These games can be solved in deterministic linear time. As a
simple consequence, we obtain an exponential time upper bound on the expression
complexity of each such fragment.
  The lower bound is established by a reduction from the word problem for
alternating (k-1)-fold exponential space bounded Turing Machines. Since there
are fixed machines of that type whose word problems are already hard with
respect to k-fold exponential time, we obtain, as a corollary, k-fold
exponential time completeness for the data complexity of our fragments of HFL,
provided m exceeds 3. This also yields a hierarchy result in expressive power.
",cs.LO
